4.9886,5.00734,0.0661366,-0.00338208,0.00729635,0.0161962,-0.00404919
4.9886,5.00734,0.0661366,-0.00338208,0.00729635,0.0161962,-0.00404919
4.98849,5.00716,0.066506,-0.00348198,0.0066783,0.0161857,-0.000467484
4.98849,5.00716,0.066506,-0.00348198,0.0066783,0.0161857,-0.000467484
4.98849,5.00716,0.066506,-0.00348198,0.0066783,0.0161857,-0.000467484
4.98838,5.00697,0.0667601,-0.00415755,0.00671747,0.0152121,0.000236416
4.98838,5.00697,0.0667601,-0.00415755,0.00671747,0.0152121,0.000236416
4.98838,5.00697,0.0667601,-0.00415755,0.00671747,0.0152121,0.000236416
4.98838,5.00697,0.0667601,-0.00415755,0.00671747,0.0152121,0.000236416
4.9882,5.00682,0.0670096,-0.00503405,0.00886382,0.0138095,0.00180107
4.9882,5.00682,0.0670096,-0.00503405,0.00886382,0.0138095,0.00180107
4.9882,5.00682,0.0670096,-0.00503405,0.00886382,0.0138095,0.00180107
4.98799,5.00677,0.067068,-0.0057859,0.00864781,0.0118375,0.00216112
4.98799,5.00677,0.067068,-0.0057859,0.00864781,0.0118375,0.00216112
4.98799,5.00677,0.067068,-0.0057859,0.00864781,0.0118375,0.00216112
4.98799,5.00677,0.067068,-0.0057859,0.00864781,0.0118375,0.00216112
4.98777,5.00664,0.066751,-0.00498648,0.0070111,0.0122195,0.00058646
4.98777,5.00664,0.066751,-0.00498648,0.0070111,0.0122195,0.00058646
4.98777,5.00664,0.066751,-0.00498648,0.0070111,0.0122195,0.00058646
4.98748,5.00647,0.0664814,-0.0046218,0.00612179,0.0127976,0.00206119
4.98748,5.00647,0.0664814,-0.0046218,0.00612179,0.0127976,0.00206119
4.98748,5.00647,0.0664814,-0.0046218,0.00612179,0.0127976,0.00206119
4.98726,5.00636,0.066333,-0.00502725,0.00546274,0.0128552,-0.00391573
4.98726,5.00636,0.066333,-0.00502725,0.00546274,0.0128552,-0.00391573
4.98726,5.00636,0.066333,-0.00502725,0.00546274,0.0128552,-0.00391573
4.98726,5.00636,0.066333,-0.00502725,0.00546274,0.0128552,-0.00391573
4.987,5.00623,0.0661196,-0.00489823,0.0062829,0.011153,-0.00173854
4.987,5.00623,0.0661196,-0.00489823,0.0062829,0.011153,-0.00173854
4.987,5.00623,0.0661196,-0.00489823,0.0062829,0.011153,-0.00173854
4.98681,5.00616,0.0658373,-0.00472952,0.00615405,0.010541,0.00290799
4.98681,5.00616,0.0658373,-0.00472952,0.00615405,0.010541,0.00290799
4.98681,5.00616,0.0658373,-0.00472952,0.00615405,0.010541,0.00290799
4.98659,5.00612,0.0655749,-0.00605415,0.00492268,0.0101894,-0.000424774
4.98659,5.00612,0.0655749,-0.00605415,0.00492268,0.0101894,-0.000424774
4.98659,5.00612,0.0655749,-0.00605415,0.00492268,0.0101894,-0.000424774
4.98662,5.00593,0.0648694,-0.00556277,0.00501764,0.00994379,0.00643383
4.98662,5.00593,0.0648694,-0.00556277,0.00501764,0.00994379,0.00643383
4.98662,5.00593,0.0648694,-0.00556277,0.00501764,0.00994379,0.00643383
4.98662,5.00593,0.0648694,-0.00556277,0.00501764,0.00994379,0.00643383
4.98663,5.00574,0.0640826,-0.00527808,0.0045112,0.00997859,-0.00267174
4.98663,5.00574,0.0640826,-0.00527808,0.0045112,0.00997859,-0.00267174
4.98663,5.00574,0.0640826,-0.00527808,0.0045112,0.00997859,-0.00267174
4.98661,5.00558,0.0635966,-0.00527101,0.00248671,0.00980999,-0.00300133
4.98661,5.00558,0.0635966,-0.00527101,0.00248671,0.00980999,-0.00300133
4.98661,5.00558,0.0635966,-0.00527101,0.00248671,0.00980999,-0.00300133
4.9866,5.00542,0.0631445,-0.00447568,0.00280038,0.010054,0.00312382
4.9866,5.00542,0.0631445,-0.00447568,0.00280038,0.010054,0.00312382
4.9866,5.00542,0.0631445,-0.00447568,0.00280038,0.010054,0.00312382
