-0.017007,0.00591365,0.0350049,8.34808e-05,0.0132981,0.024093,0.0352969,4.9989,4.9949,-0.00259392,0.00231859,0.01066,0.0176241,1.39417,0,1111,
-0.017007,0.00591365,0.0350049,8.34808e-05,0.0132981,0.024093,0.0352969,4.9989,4.9949,-0.00259392,0.00231859,0.01066,0.0176241,1.39417,0,1111,
-0.017007,0.00591365,0.0350049,8.34808e-05,0.0132981,0.024093,0.0352969,4.9989,4.9949,-0.00259392,0.00231859,0.01066,0.0176241,1.39417,0,1111,
-0.017007,0.00591365,0.0350049,8.34808e-05,0.0132981,0.024093,0.0352969,4.9989,4.9949,-0.00259392,0.00231859,0.01066,0.0176241,1.39417,0,1111,
-0.0171782,0.00557165,0.0347592,0.00886929,0.0151766,0.0140712,0.0218558,4.99859,4.99523,-0.00273335,0.00189288,0.0103146,0.017709,1.39842,0,1111,
-0.0171782,0.00557165,0.0347592,0.00886929,0.0151766,0.0140712,0.0218558,4.99859,4.99523,-0.00273335,0.00189288,0.0103146,0.017709,1.39842,0,1111,
-0.0171782,0.00557165,0.0347592,0.00886929,0.0151766,0.0140712,0.0218558,4.99859,4.99523,-0.00273335,0.00189288,0.0103146,0.017709,1.39842,0,1111,
-0.0170868,0.00521026,0.0346333,0.012833,0.0075718,0.0161267,-0.0213161,4.9984,4.9955,-0.00266561,0.00216699,0.00960103,0.0189969,1.3975,0,1111,
-0.0170868,0.00521026,0.0346333,0.012833,0.0075718,0.0161267,-0.0213161,4.9984,4.9955,-0.00266561,0.00216699,0.00960103,0.0189969,1.3975,0,1111,
-0.0170868,0.00521026,0.0346333,0.012833,0.0075718,0.0161267,-0.0213161,4.9984,4.9955,-0.00266561,0.00216699,0.00960103,0.0189969,1.3975,0,1111,
-0.0170868,0.00521026,0.0346333,0.012833,0.0075718,0.0161267,-0.0213161,4.9984,4.9955,-0.00266561,0.00216699,0.00960103,0.0189969,1.3975,0,1111,
-0.0169683,0.00470661,0.034562,0.0132781,0.00378134,0.0149613,-0.0377806,4.99824,4.99573,-0.00255885,0.00327468,0.00929113,0.0185752,1.39969,0,1111,
-0.0169683,0.00470661,0.034562,0.0132781,0.00378134,0.0149613,-0.0377806,4.99824,4.99573,-0.00255885,0.00327468,0.00929113,0.0185752,1.39969,0,1111,
-0.0169683,0.00470661,0.034562,0.0132781,0.00378134,0.0149613,-0.0377806,4.99824,4.99573,-0.00255885,0.00327468,0.00929113,0.0185752,1.39969,0,1111,
-0.0168026,0.00433172,0.0344982,0.00632365,0.0149609,0.0174307,0.0117261,4.99807,4.99607,-0.00225234,0.00349951,0.0099503,0.0190346,1.39222,0,1111,
-0.0168026,0.00433172,0.0344982,0.00632365,0.0149609,0.0174307,0.0117261,4.99807,4.99607,-0.00225234,0.00349951,0.0099503,0.0190346,1.39222,1,1111,
-0.0168026,0.00433172,0.0344982,0.00632365,0.0149609,0.0174307,0.0117261,4.99807,4.99607,-0.00225234,0.00349951,0.0099503,0.0190346,1.39222,1,1111,
-0.0169595,0.00419516,0.0346752,-0.00302421,0.0030013,0.0170902,-0.0227372,4.99796,4.99633,-0.00203141,0.00346305,0.00965109,0.0189806,1.39604,1,1111,
-0.0169595,0.00419516,0.0346752,-0.00302421,0.0030013,0.0170902,-0.0227372,4.99796,4.99633,-0.00203141,0.00346305,0.00965109,0.0189806,1.39604,1,1111,
-0.0169595,0.00419516,0.0346752,-0.00302421,0.0030013,0.0170902,-0.0227372,4.99796,4.99633,-0.00203141,0.00346305,0.00965109,0.0189806,1.39604,1,1111,
-0.0169595,0.00419516,0.0346752,-0.00302421,0.0030013,0.0170902,-0.0227372,4.99796,4.99633,-0.00203141,0.00346305,0.00965109,0.0189806,1.39604,1,1111,
-0.0164034,0.00361832,0.0340511,0.0146854,0.000823533,0.0115497,-0.0713338,4.99776,4.99656,-0.00197997,0.00326023,0.0105418,0.019144,1.39451,1,1111,
-0.0164034,0.00361832,0.0340511,0.0146854,0.000823533,0.0115497,-0.0713338,4.99776,4.99656,-0.00197997,0.00326023,0.0105418,0.019144,1.39451,1,1111,
-0.0164034,0.00361832,0.0340511,0.0146854,0.000823533,0.0115497,-0.0713338,4.99776,4.99656,-0.00197997,0.00326023,0.0105418,0.019144,1.39451,1,1111,
-0.0157995,0.00384914,0.0337117,0.0125391,0.0241882,0.0171546,0.0634548,4.99763,4.99675,-0.00185753,0.00369189,0.0111487,0.0200284,1.39426,1,1111,
-0.0157995,0.00384914,0.0337117,0.0125391,0.0241882,0.0171546,0.0634548,4.99763,4.99675,-0.00185753,0.00369189,0.0111487,0.0200284,1.39426,1,1111,
-0.0157995,0.00384914,0.0337117,0.0125391,0.0241882,0.0171546,0.0634548,4.99763,4.99675,-0.00185753,0.00369189,0.0111487,0.0200284,1.39426,1,1111,
-0.0151706,0.00406321,0.0334609,0.00970269,0.00963493,0.0190266,-0.0223902,4.99753,4.99705,-0.00156868,0.00260423,0.0129134,0.0207255,1.39472,1,1111,
-0.0151706,0.00406321,0.0334609,0.00970269,0.00963493,0.0190266,-0.0223902,4.99753,4.99705,-0.00156868,0.00260423,0.0129134,0.0207255,1.39472,1,1111,
-0.0151706,0.00406321,0.0334609,0.00970269,0.00963493,0.0190266,-0.0223902,4.99753,4.99705,-0.00156868,0.00260423,0.0129134,0.0207255,1.39472,1,1111,
-0.0151706,0.00406321,0.0334609,0.00970269,0.00963493,0.0190266,-0.0223902,4.99753,4.99705,-0.00156868,0.00260423,0.0129134,0.0207255,1.39472,1,1111,
-0.0147133,0.00408588,0.0331331,0.00703788,0.0133562,0.0174147,0.0516599,4.99741,4.99733,-0.00130275,0.00299285,0.0132177,0.0203748,1.3955,1,1111,
-0.0147133,0.00408588,0.0331331,0.00703788,0.0133562,0.0174147,0.0516599,4.99741,4.99733,-0.00130275,0.00299285,0.0132177,0.0203748,1.3955,1,1111,
-0.0147133,0.00408588,0.0331331,0.00703788,0.0133562,0.0174147,0.0516599,4.99741,4.99733,-0.00130275,0.00299285,0.0132177,0.0203748,1.3955,1,1111,
-0.0140049,0.0042883,0.0328843,0.0110986,0.0102825,0.019233,-0.0388975,4.9973,4.99778,-0.000823753,0.00293498,0.0136957,0.0195304,1.39808,1,1111,
-0.0140049,0.0042883,0.0328843,0.0110986,0.0102825,0.019233,-0.0388975,4.9973,4.99778,-0.000823753,0.00293498,0.0136957,0.0195304,1.39808,1,1111,
-0.0140049,0.0042883,0.0328843,0.0110986,0.0102825,0.019233,-0.0388975,4.9973,4.99778,-0.000823753,0.00293498,0.0136957,0.0195304,1.39808,1,1111,
-0.0133978,0.00462976,0.0327699,0.0109954,0.0167243,0.0152804,0.0438171,4.99722,4.99817,-0.000373067,0.00221255,0.0136779,0.020044,1.39329,1,1111,
-0.0133978,0.00462976,0.0327699,0.0109954,0.0167243,0.0152804,0.0438171,4.99722,4.99817,-0.000373067,0.00221255,0.0136779,0.020044,1.39329,1,1111,
-0.0133978,0.00462976,0.0327699,0.0109954,0.0167243,0.0152804,0.0438171,4.99722,4.99817,-0.000373067,0.00221255,0.0136779,0.020044,1.39329,1,1111,
